Year,State,Utility Name,Type,Residential,Commercial,Industrial,Total
2015,VA,A & N Electric Coop,AC,0.054,0.14, ,0.194
2015,IL,Adams Electric Coop,AC,0.006, , ,0.006
2015,WI,Adams-Columbia Electric Coop,AC,0.316,0.06, ,0.376
2015,MN,Agralite Electric Coop,AC,0.047, , ,0.047
2015,SC,Aiken Electric Coop Inc,AC,0.107,0.018, ,0.125
2015,AZ,Ajo Improvement Co,AC, ,0.033, ,0.033
2015,AL,Alabama Power Co,AC,0.283,0.216,0.04,0.539
2015,FL,City of Alachua - (FL),AC,0.018,0.039, ,0.057
2015,CA,City of Alameda,AC,1.04,1.79, ,2.83
2015,AK,Alaska Power and Telephone Co,AC,0.012,0.011, ,0.023
2015,NC,Albemarle Electric Member Corp,AC, , , ,0
2015,OK,"Alfalfa Electric Coop, Inc",AC, , , ,0
2015,MI,Alger-Delta Coop Electric Assn,AC,0.108,0.003,0,0.111
2015,WI,Algoma Utility Comm,AC, ,0.009,0,0.009
2015,IA,"Allamakee-Clayton El Coop, Inc",AC,0.529,0.036, ,0.565
2015,NE,City of Alliance- (NE),AC,0.02, , ,0.02
2015,MI,Alpena Power Co,AC, ,0.01, ,0.01
2015,GA,Altamaha Electric Member Corp,AC,0.034, , ,0.034
2015,IA,City of Ames - (IA),AC,0.014,0.004, ,0.018
2015,GA,Amicalola Electric Member Corp,AC,0.113,0.163, ,0.276
2015,CA,City of Anaheim - (CA),AC,8.4,6.4,0,14.8
2015,AK,Anchorage Municipal Light and Power,AC,0.026,0.041, ,0.067
2015,IN,City of Anderson - (IN),AC,0.005, , ,0.005
2015,MN,Connexus Energy,AC,0.167, , ,0.167
2015,MN,City of Anoka,AC,0.008, , ,0.008
2015,CA,Anza Electric Coop Inc,AC,0.194,0.695, ,0.889
2015,NC,Town of Apex- (NC),AC,0.097, , ,0.097
2015,VA,Appalachian Power Co,AC,2.511,2.357,0.083,4.951
2015,WV,Appalachian Power Co,AC,0.326,0.3,0.005,0.631
2015,AZ,Arizona Public Service Co,AC,237.6,203.87, ,441.47
2015,AR,Entergy Arkansas Inc,AC,0.7,0.23, ,0.93
2015,AR,Arkansas Valley Elec Coop Corp,AC,0.118,0.017, ,0.135
2015,MN,"Arrowhead Electric Coop, Inc",AC,0.001,0.001, ,0.002
2015,IA,Atchison-Holt Electric Coop,AC,0.023, , ,0.023
2015,MO,Atchison-Holt Electric Coop,AC,0.008, , ,0.008
2015,NJ,Atlantic City Electric Co,AC,68.261,76.028,20.074,164.363
2015,MN,City of Austin - (MN),AC,0.01,0.07, ,0.08
2015,TX,Austin Energy,AC,19.716,11.696, ,31.412
2015,CA,City of Azusa,AC,0.544,0.014,0.405,0.963
2015,VA,BARC Electric Coop Inc,AC,0.101, , ,0.101
2015,KS,City of Baldwin City- (KS),AC,0.039,0.013, ,0.052
2015,MD,Baltimore Gas & Electric Co,AC,71.88,59.64, ,131.52
2015,TX,"Bandera Electric Coop, Inc",AC,0.73, , ,0.73
2015,ME,Emera Maine,AC,1.348,1.173,0.026,2.547
2015,WI,Village of Bangor - (WI),AC,0.015,0.016, ,0.031
2015,CA,City of Banning - (CA),AC,0.922,0.251, ,1.173
2015,MI,Village of Baraga - (MI),AC, ,0.002,0,0.002
2015,WI,Barron Electric Coop,AC,0.185, , ,0.185
2015,TX,"Bartlett Electric Coop, Inc",AC,0.236, , ,0.236
2015,IN,Bartholomew County Rural E M C,AC,0.047, , ,0.047
2015,FL,City of Bartow - (FL),AC,0.055,0.033,0.034,0.122
2015,MO,"Barton County Elec Coop, Inc",AC,0.08, , ,0.08
2015,WI,"Bayfield Electric Coop, Inc",AC,0.09, , ,0.09
2015,MT,"Beartooth Electric Coop, Inc",AC,0.133, , ,0.133
2015,WY,"Beartooth Electric Coop, Inc",AC,0.19, , ,0.19
2015,LA,"Beauregard Electric Coop, Inc",AC,1.281, , ,1.281
2015,MN,"Beltrami Electric Coop, Inc",AC,0.124,0,0,0.124
2015,WA,PUD No 1 of Benton County,AC,0.565,0.051, ,0.616
2015,AR,City of Bentonville - (AR),AC,0.07,0.18, ,0.25
2015,TX,"Big Country Electric Coop, Inc",AC, , , ,0
2015,SC,Berkeley Electric Coop Inc,AC,0.232, , ,0.232
2015,WA,Benton Rural Electric Assn,AC,0.32, , ,0.32
2015,WY,Big Horn Rural Electric Co,AC, , , ,0
2015,WA,"Big Bend Electric Coop, Inc",AC,0.041,0.007,0.008,0.056
2015,OR,Blachly-Lane County Coop El Assn,AC,0.016, , ,0.016
2015,SC,"Black River Electric Coop, Inc - (SC)",AC,0.064, , ,0.064
2015,SD,"Black Hills Electric Coop, Inc",AC,0.025,0,0,0.025
2015,MO,Black River Electric Coop - (MO),AC,0.01, , ,0.01
2015,WI,City of Black River Falls,AC, ,0.011,0,0.011
2015,RI,Block Island Power Co,AC,0.05, , ,0.05
2015,MN,BENCO Electric Cooperative,AC,0.086, , ,0.086
2015,NC,Blue Ridge Elec Member Corp - (NC),AC,0.47,0.02,0,0.49
2015,SC,Blue Ridge Electric Coop Inc - (SC),AC,0.333,0.004, ,0.337
2015,TX,"Bluebonnet Electric Coop, Inc",AC,0.984,0.052, ,1.036
2015,WI,City of Boscobel - (WI),AC, ,0.012,0,0.012
2015,MO,Boone Electric Coop,AC,0.14, , ,0.14
2015,NV,City of Boulder City - (NV),AC,0.02,0.331,0,0.351
2015,UT,City of Bountiful,AC,0.361,0.034,0,0.395
2015,TX,"Bowie-Cass Electric Coop, Inc",AC,0.2,0.49, ,0.69
2015,MA,Town of Braintree - (MA),AC,0.03,0.45, ,0.48
2015,TX,City of Brenham - (TX),AC,0.005, , ,0.005
2015,SC,"Broad River Electric Coop, Inc",AC,0.101, , ,0.101
2015,WY,"Bridger Valley Elec Assn, Inc",AC,0.025,0.05, ,0.075
2015,UT,Brigham City Corporation,AC,0.046,0.06, ,0.106
2015,MN,Brown County Rural Elec Assn,AC,0.07, , ,0.07
2015,TX,Brownsville Public Utilities Board,AC,0.028,0.182, ,0.21
2015,TX,City of Bryan - (TX),AC,0.308,0.059, ,0.367
2015,OH,"Buckeye Rural Elec Coop, Inc",AC,0.14, , ,0.14
2015,CA,City of Burbank Water and Power,AC,1.099,2.466, ,3.565
2015,VT,City of Burlington Electric - (VT),AC,0.261,0.719,0.038,1.018
2015,NE,Burt County Public Power Dist,AC,0.064, , ,0.064
2015,KS,"Butler Rural El Coop Assn, Inc - (KS)",AC, , , ,0
2015,NE,Butler Public Power District - (NE),AC, , , ,0
2015,NJ,Borough of Butler - (NJ),AC,0.171,0.333, ,0.504
2015,OH,Butler Rural Electric Coop Inc - (OH),AC,0.066,0.007, ,0.073
2015,IA,Butler County Rural Elec Coop - (IA),AC,0.018, , ,0.018
2015,AR,C & L Electric Coop Corp,AC,0.008, , ,0.008
2015,SC,City of Camden,AC,0.005, , ,0.005
2015,GA,Canoochee Electric Member Corp,AC,0.005, , ,0.005
2015,OR,Canby Utility Board,AC,0.016,0.015,0,0.031
2015,KS,"Caney Valley El Coop Assn, Inc",AC,0.063, , ,0.063
2015,NC,Cape Hatteras Elec Member Corp,AC,0.018, , ,0.018
2015,WY,"Carbon Power & Light, Inc",AC,0.04,0.001, ,0.041
2015,NC,Duke Energy Progress - (NC),AC,6.527,5.004, ,11.531
2015,SC,Duke Energy Progress - (NC),AC,0.021,0.073, ,0.094
2015,OH,"Carroll Electric Coop, Inc - (OH)",AC,0.107, , ,0.107
2015,GA,Carroll Electric Member Corp - (GA),AC,0.065, , ,0.065
2015,AR,Carroll Electric Coop Corp - (AR),AC,0.467, , ,0.467
2015,GA,City of Cartersville - (GA),AC, , ,0.3,0.3
2015,MO,City of Carthage - (MO),AC,0.005,0.02, ,0.025
2015,IA,Cedar Falls Utilities,AC,0.067, , ,0.067
2015,NE,Cedar-Knox Public Power Dist,AC,0.032, , ,0.032
2015,WI,Cedarburg Light & Water Comm,AC, ,0.008,0,0.008
2015,AL,Central Alabama Electric Coop,AC,0.008, , ,0.008
2015,OK,"Central Rural Electric Cooperative, Inc",AC,0.044, , ,0.044
2015,NE,City of Central City,AC, ,0.2, ,0.2
2015,OR,Central Electric Coop Inc - (OR),AC,0.531,0.03, ,0.561
2015,FL,"Central Florida Elec Coop, Inc",AC,0.198,0.084, ,0.282
2015,GA,Central Georgia El Member Corp,AC,0.072,0.004, ,0.076
2015,NY,Central Hudson Gas & Elec Corp,AC,31.636,14.216, ,45.852
2015,OR,Central Lincoln People's Ut Dt,AC,0.217,0.456, ,0.673
2015,LA,Cleco Power LLC,AC,13.87,1.024, ,14.894
2015,ME,Central Maine Power Co,AC,9.089,5.208,0,14.297
2015,MO,Central Missouri Elec Coop Inc,AC,0.023,0.084, ,0.107
2015,NM,"Central New Mexico El Coop, Inc",AC,0.69,0.266, ,0.956
2015,TX,"Central Texas Elec Coop, Inc",AC,0.688, , ,0.688
2015,NM,"Central Valley Elec Coop, Inc",AC,0.01, , ,0.01
2015,VA,Central Virginia Electric Coop,AC,0.554,0.014,0,0.568
2015,WI,Central Wisconsin Elec Coop,AC,0.116, , ,0.116
2015,WA,City of Centralia - (WA),AC,0.06,0.002, ,0.062
2015,PA,Borough of Chambersburg,AC,0.034,0.042, ,0.076
2015,OK,"Caddo Electric Coop, Inc",AC,0.01,0,0,0.01
2015,MN,City of Chaska - (MN),AC,0.004, , ,0.004
2015,WA,PUD No 1 of Chelan County,AC,0.181,0.02, ,0.201
2015,WA,City of Cheney - (WA),AC,0.001,0.009, ,0.01
2015,MI,Cherryland Electric Coop Inc,AC,0.123,0.108, ,0.231
2015,WY,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,AC,0.053,0.046, ,0.099
2015,TX,Cherokee County Elec Coop Assn,AC,0.056, , ,0.056
2015,OK,Cimarron Electric Coop,AC,0.005, , ,0.005
2015,NE,Chimney Rock Public Power Dist,AC,0.01, , ,0.01
2015,WI,Chippewa Valley Electric Coop,AC,0.038, , ,0.038
2015,FL,"Choctawhatche Elec Coop, Inc",AC,0.122,0.078, ,0.2
2015,MD,"Choptank Electric Coop, Inc",AC,3.423,3.362,3.5,10.285
2015,AK,Chugach Electric Assn Inc,AC,0.053,0.055, ,0.108
2015,OK,Choctaw Electric Coop Inc,AC,0.136, , ,0.136
2015,OH,Duke Energy Ohio Inc,AC,1.975,14, ,15.975
2015,PA,Citizens Electric Co - (PA),AC,0.13,0.57,0.003,0.703
2015,MO,Citizens Electric Corporation - (MO),AC,0.106,0.05, ,0.156
2015,MO,City of Nixa - (MO),AC, , , ,0
2015,LA,"Claiborne Electric Coop, Inc",AC,0.43, , ,0.43
2015,WA,PUD No 1 of Clallam County,AC,1.15,0.06, ,1.21
2015,WA,PUD No 1 of Clark County - (WA),AC,2.079,0.188, ,2.267
2015,KY,Clark Energy Coop Inc - (KY),AC,0.025, , ,0.025
2015,WI,Clark Electric Coop - (WI),AC,0.084,0.02, ,0.104
2015,IA,Clarke Electric Coop Inc - (IA),AC,0.048, , ,0.048
2015,ID,Clearwater Power Company,AC,0.086, , ,0.086
2015,OR,Clearwater Power Company,AC,0.004, , ,0.004
2015,WA,Clearwater Power Company,AC,0.001, , ,0.001
2015,OH,Cleveland Electric Illum Co,AC,0.819,3.705,0.058,4.582
2015,FL,"Clay Electric Cooperative, Inc",AC,1.57,0.039, ,1.609
2015,OH,City of Cleveland - (OH),AC,0.09, , ,0.09
2015,MN,Clearwater-Polk Elec Coop Inc,AC,0.024,0.09, ,0.114
2015,MI,Cloverland Electric Co-op,AC,0.044,0.012, ,0.056
2015,MS,Coast Electric Power Assn,AC,0.046,0.11, ,0.156
2015,GA,Coastal Electric Member Corp,AC,0.016,0,0,0.016
2015,SC,"Coastal Electric Coop, Inc",AC,0.057,0,0,0.057
2015,WY,City of Cody,AC,0.003,0.028, ,0.031
2015,GA,Cobb Electric Membership Corp,AC,0.526,0.198, ,0.724
2015,IL,Coles-Moultrie Electric Coop,AC,0.076, , ,0.076
2015,CO,City of Colorado Springs - (CO),AC,1.985,4.61,0,6.595
2015,CA,City of Colton - (CA),AC,0.86,0.528,1.639,3.027
2015,OR,"Columbia Basin Elec Cooperative, Inc",AC, ,0.1, ,0.1
2015,OR,Columbia Power Coop Assn Inc,AC,0.03,0.006, ,0.036
2015,IA,Calhoun County Elec Coop Assn,AC,0.01, , ,0.01
2015,WA,"Columbia Rural Elec Assn, Inc",AC,0.083,0.117, ,0.2
2015,MO,City of Columbia - (MO),AC,0.072,0.095,0,0.167
2015,MO,Co-Mo Electric Coop Inc,AC,0.077, , ,0.077
2015,OH,City of Columbus - (OH),AC, , , ,0
2015,AZ,"Columbus Electric Coop, Inc",AC,0.018, , ,0.018
2015,NM,"Columbus Electric Coop, Inc",AC,0.06,0.106, ,0.166
2015,WI,City of Columbus - (WI),AC,0.005,0.005,0,0.01
2015,IL,Commonwealth Edison Co,AC,2.8,4.71, ,7.51
2015,VA,Community Electric Coop,AC,0.03, , ,0.03
2015,TX,Concho Valley Elec Coop Inc,AC,0.04, , ,0.04
2015,MA,Town of Concord - (MA),AC,1.8,0.48, ,2.28
2015,LA,"Concordia Electric Coop, Inc",AC,0.167, , ,0.167
2015,MO,Callaway Electric Cooperative,AC,0.004, , ,0.004
2015,CT,Connecticut Light & Power Co,AC,81.709,61.839,5.785,149.333
2015,NY,Consolidated Edison Co-NY Inc,AC,42.219,49.01, ,91.229
2015,MO,Consolidated Electric Coop,AC,0.027,0.038, ,0.065
2015,MI,Consumers Energy Co,AC,1.378,1.794, ,3.172
2015,TX,Cooke County Elec Coop Assn,AC,0.043, , ,0.043
2015,AR,Conway Corporation,AC,0.022, , ,0.022
2015,TX,Comanche County Elec Coop Assn,AC,0.01, , ,0.01
2015,OK,"Cookson Hills Elec Coop, Inc",AC,0.003, , ,0.003
2015,OR,"Coos-Curry Electric Coop, Inc",AC,0.03,0.048, ,0.078
2015,AK,"Copper Valley Elec Assn, Inc",AC,0.035,0.025, ,0.06
2015,MN,Cooperative L&P Assn Lake County,AC,0.053,0.054, ,0.107
2015,IL,Corn Belt Energy Corporation,AC,0.086, , ,0.086
2015,NE,Cornhusker Public Power Dist,AC,0.018, , ,0.018
2015,OK,"Cotton Electric Coop, Inc",AC, ,0.05, ,0.05
2015,AL,"Covington Electric Coop, Inc",AC,0.008, , ,0.008
2015,GA,Coweta-Fayette El Member Corp,AC,0.111,0,0,0.111
2015,VA,Craig-Botetourt Electric Coop,AC,0.004, , ,0.004
2015,IN,"Crawfordsville Elec, Lgt & Pwr",AC,0.006, , ,0.006
2015,MO,"Crawford Electric Coop, Inc",AC,0.069, , ,0.069
2015,GA,Crisp County Power Comm,AC, ,0.03, ,0.03
2015,MN,Crow Wing Cooperative Power & Light Comp,AC,0.115,0.1, ,0.215
2015,MI,City of Crystal Falls,AC, ,0.002,0,0.002
2015,WI,City of Cuba City,AC, ,0.006,0,0.006
2015,KY,"Cumberland Valley Electric, Inc.",AC, ,0.181, ,0.181
2015,NE,Custer Public Power District,AC,0.003, ,0.025,0.028
2015,MO,Cuivre River Electric Coop Inc,AC,0.053, , ,0.053
2015,KS,"DS&O Electric Cooperative, Inc.",AC,0.02, , ,0.02
2015,WI,Dahlberg Light & Power Co,AC,0.038,0,0,0.038
2015,OR,"Consumers Power, Inc",AC,0.76, , ,0.76
2015,VA,City of Danville - (VA),AC,0.013,0.03,0.03,0.073
2015,IN,Daviess Martin County R E M C,AC,0.011, , ,0.011
2015,OH,Dayton Power & Light Co,AC,1.08,5.751, ,6.831
2015,TX,"Deaf Smith Electric Coop, Inc",AC,0.003, , ,0.003
2015,IN,Decatur County Rural E M C,AC,0.12, , ,0.12
2015,DE,Delmarva Power,AC,14.447,10.117,2.505,27.069
2015,MD,Delmarva Power,AC,11.597,17.476,1.017,30.09
2015,TX,City of Denton - (TX),AC,0.31,0.16,0.045,0.515
2015,DE,Delaware Electric Cooperative,AC,4.81,2.061, ,6.871
2015,TX,"Denton County Elec Coop, Inc",AC,0.587,0.023,0.195,0.805
2015,CO,Delta Montrose Electric Assn,AC,1.141,0.2, ,1.341
2015,MI,DTE Electric Company,AC,6.8,4.155,0.24,11.195
2015,MN,City of Detroit Lakes - (MN),AC,0.004, , ,0.004
2015,MS,Dixie Electric Power Assn,AC,0.034, , ,0.034
2015,LA,Dixie Electric Membership Corp,AC,3.663,0.079,0,3.742
2015,WA,PUD No 1 of Douglas County,AC,0.5, , ,0.5
2015,OR,Douglas Electric Coop - (OR),AC,0.068,0.004, ,0.072
2015,DE,City of Dover - (DE),AC,0.516,1.181, ,1.697
2015,IN,Dubois Rural Electric Coop Inc,AC,0.054, , ,0.054
2015,NC,"Duke Energy Carolinas, LLC",AC,7.354,6.389,1.726,15.469
2015,SC,"Duke Energy Carolinas, LLC",AC,1.321,0.543, ,1.864
2015,WI,Dunn County Electric Coop,AC,0.283, , ,0.283
2015,MA,Town of Danvers,AC,0.2,0.8, ,1
2015,PA,Duquesne Light Co,AC,1.712,2.252,1.327,5.291
2015,WI,City of Eagle River - (WI),AC, ,0.006,0,0.006
2015,MN,East Central Energy,AC,0.196,0.048,0,0.244
2015,WI,East Central Energy,AC,0.032,0,0,0.032
2015,IL,Eastern Illinois Elec Coop,AC,0.076, , ,0.076
2015,IA,East-Central Iowa Rural Elec Coop,AC,0.204, , ,0.204
2015,OK,East Central Oklahoma Elec Coop Inc,AC,0.044,0.006, ,0.05
2015,IA,Eastern Iowa Light & Power Coop,AC,0.279,0.746, ,1.025
2015,MD,Easton Utilities Comm,AC,0.104,0.118, ,0.222
2015,WI,Eau Claire Electric Coop,AC,0.1,0.007,0,0.107
2015,NM,El Paso Electric Co,AC,9.776,2.076, ,11.852
2015,TX,El Paso Electric Co,AC,5.395,2.621, ,8.016
2015,MN,City of Elk River,AC,0.01, , ,0.01
2015,NE,Elkhorn Rural Public Pwr Dist,AC,0.009,0,0,0.009
2015,WA,Elmhurst Mutual Power & Light Co,AC,0.015, , ,0.015
2015,AR,Empire District Electric Co,AC,0.012, , ,0.012
2015,MO,Empire District Electric Co,AC,2.534,0.718,0.046,3.298
2015,OK,Empire District Electric Co,AC, ,0.005, ,0.005
2015,CO,"Empire Electric Assn, Inc",AC,1.059,0.382,0.344,1.785
2015,GA,Excelsior Electric Member Corp,AC,0.05,0,0,0.05
2015,FL,"Escambia River Elec Coop, Inc",AC,0.103, , ,0.103
2015,CO,Town of Estes Park,AC,0.126,0.015, ,0.141
2015,OR,City of Eugene - (OR),AC,1.445,0.662, ,2.107
2015,WI,City of Evansville,AC,0.023,0.003,0,0.026
2015,NE,City of Fairbury,AC, , , ,0
2015,WA,City of Ellensburg - (WA),AC,0.105,0.064, ,0.169
2015,TX,Fannin County Electric Coop,AC,0.008, , ,0.008
2015,MO,"Farmers Electric Coop, Inc - (MO)",AC,0.084, , ,0.084
2015,TX,"Farmers Electric Coop, Inc - (TX)",AC,0.312, , ,0.312
2015,TX,"Fayette Electric Coop, Inc",AC,0.1, , ,0.1
2015,NM,"Farmers Electric Coop, Inc - (NM)",AC,0.039,0.049, ,0.088
2015,NM,City of Farmington - (NM),AC,0.34,0.099,0,0.439
2015,MO,City of Farmington - (MO),AC, ,0.012, ,0.012
2015,MN,Federated Rural Electric Assn,AC, ,0.013, ,0.013
2015,WA,PUD No 1 of Ferry County,AC,0.007, , ,0.007
2015,OH,"Firelands Electric Coop, Inc",AC,0.064, , ,0.064
2015,AR,First Electric Coop Corp,AC,0.217, , ,0.217
2015,MA,Fitchburg Gas & Elec Light Co,AC,4.34,5.475,0.772,10.587
2015,MT,Flathead Electric Coop Inc,AC,0.124,0.026, ,0.15
2015,GA,Flint Electric Membership Corp,AC,0.114,0.14, ,0.254
2015,WI,Florence Utility Comm,AC, ,0.003,0,0.003
2015,TX,City of Floresville,AC,0.1,0.001, ,0.101
2015,KS,"Flint Hills Rural E C A, Inc",AC,0.04,0.004, ,0.044
2015,KY,Fleming-Mason Energy Coop Inc,AC,0.054, , ,0.054
2015,FL,"Florida Keys El Coop Assn, Inc",AC,0.222,0.04, ,0.262
2015,FL,Florida Power & Light Co,AC,20.11,19.801, ,39.911
2015,FL,"Duke Energy Florida, Inc",AC,14.396,10.042,3.064,27.502
2015,FL,Florida Public Utilities Co,AC,0.343,0,0,0.343
2015,IA,City of Forest City- (IA),AC, , , ,0
2015,OR,City of Forest Grove,AC,0.03,0.043, ,0.073
2015,CO,City of Fort Collins - (CO),AC,2.082,0.888,0.18,3.15
2015,FL,Fort Pierce Utilities Authority,AC,0.015,0.007, ,0.022
2015,CO,City of Fountain,AC,0.053, , ,0.053
2015,NC,Four County Elec Member Corp,AC,0.055, , ,0.055
2015,KY,City of Frankfort - (KY),AC,0.063,0.01, ,0.073
2015,SC,Easley Combined Utility System,AC,0.017, , ,0.017
2015,VA,City of Franklin - (VA),AC,0.04, , ,0.04
2015,IA,Franklin Rural Electric Coop - (IA),AC, ,0.04, ,0.04
2015,TX,City of Fredericksburg - (TX),AC,0.007, , ,0.007
2015,NE,City of Fremont - (NE),AC,0.006, , ,0.006
2015,MN,Freeborn-Mower Coop Services,AC,0.129,0.036, ,0.165
2015,NC,French Broad Elec Member Corp,AC,0.137, , ,0.137
2015,OH,Frontier Power Company,AC,0.012, , ,0.012
2015,FL,Gainesville Regional Utilities,AC,0.889,1.64, ,2.529
2015,NM,City of Gallup - (NM),AC,0.037,0.118, ,0.155
2015,KS,City of Gardner - (KS),AC, , , ,0
2015,WY,Garland Light & Power Company,AC,0.025, , ,0.025
2015,UT,"Garkane Energy Coop, Inc",AC,0.517,0.469, ,0.986
2015,MO,Gascosage Electric Coop,AC,0.012, , ,0.012
2015,GA,GreyStone Power Corporation,AC,0.142,0.052, ,0.194
2015,IL,City of Geneva- (IL),AC,0.024, , ,0.024
2015,TX,City of Georgetown - (TX),AC,0.682,0.135, ,0.817
2015,NE,City of Gering - (NE),AC,0.001, , ,0.001
2015,WY,City of Gillette - (WY),AC,0.016, , ,0.016
2015,KS,City of Girard - (KS),AC,0.016, , ,0.016
2015,MT,"Glacier Electric Coop, Inc",AC,0.008,0.04, ,0.048
2015,FL,"Glades Electric Coop, Inc",AC,0.134, , ,0.134
2015,MI,City of Gladstone,AC,0.007,0.002,0,0.009
2015,MN,Glencoe Light & Power Comm,AC,0.019, , ,0.019
2015,CA,City of Glendale - (CA),AC,5.118,2.243, ,7.361
2015,CO,City of Glenwood Springs - (CO),AC,0.182,0.238, ,0.42
2015,IA,Raccoon Valley Electric Cooperative,AC, , , ,0
2015,AK,Golden Valley Elec Assn Inc,AC,0.281,0.103,0.043,0.427
2015,GA,Grady Electric Membership Corp,AC,0.037,0.02, ,0.057
2015,AZ,Graham County Electric Coop Inc,AC,0.957,0.148, ,1.105
2015,MN,Goodhue County Coop Elec Assn,AC,0.12, , ,0.12
2015,MN,Grand Rapids Public Util Comm,AC,0.027,0.098, ,0.125
2015,WA,PUD No 1 of Grays Harbor County,AC,0.02, , ,0.02
2015,KY,Grayson Rural Electric Coop Corp,AC,0.007, , ,0.007
2015,CO,Grand Valley Power,AC,0.974,0.061, ,1.035
2015,FL,City of Green Cove Springs,AC,0.024,0.098, ,0.122
2015,VT,Green Mountain Power Corp,AC,32.545,16.906,0.197,49.648
2015,TX,City of Greenville - (TX),AC,0.12,0.44, ,0.56
2015,NC,Greenville Utilities Comm,AC,0.018, , ,0.018
2015,SC,Greer Commission of Public Wks,AC,0.015, , ,0.015
2015,CT,Groton Dept of Utilities - (CT),AC,4.037, , ,4.037
2015,MO,"Grundy Electric Coop, Inc",AC,0.005, , ,0.005
2015,IA,Guthrie County Rural E C A,AC,0.004, ,0.117,0.121
2015,TX,Guadalupe Valley Elec Coop Inc,AC,3.783,0.149, ,3.932
2015,FL,"Gulf Coast Electric Coop, Inc",AC,0.02,0.06, ,0.08
2015,CO,Gunnison County Elec Assn.,AC,0.25,0.05, ,0.3
2015,FL,Gulf Power Co,AC,1.868,0.328,0,2.196
2015,CO,City of Gunnison - (CO),AC,0.027, , ,0.027
2015,GA,Habersham Electric Membership Corp,AC,0.166,0.08, ,0.246
2015,OH,Guernsey-Muskingum El Coop Inc,AC,0.101,0.05, ,0.151
2015,MD,Hagerstown Light Department,AC,0.014,0.031, ,0.045
2015,TX,Hamilton County Elec Coop Assn,AC,0.107,0.123, ,0.23
2015,OH,Hancock-Wood Electric Coop Inc,AC,0.008,0.02,0,0.028
2015,MO,City of Hannibal - (MO),AC,0.01, , ,0.01
2015,VT,Town of Hardwick,AC,0.742, , ,0.742
2015,IN,Harrison County Rural E M C,AC,0.07, , ,0.07
2015,VA,City of Harrisonburg - (VA),AC,0.215,0.204, ,0.419
2015,GA,Hart Electric Member Corp,AC,0.119, , ,0.119
2015,WI,Hartford Electric,AC, ,0.001,0,0.001
2015,FL,Havana Power & Light Company,AC, ,0.4, ,0.4
2015,IA,Harrison County Rrl Elec Coop,AC,0.085, , ,0.085
2015,HI,Hawaii Electric Light Co Inc,AC,45.08,13.151,1.466,59.697
2015,IA,Hawkeye Tri-County El Coop Inc,AC,1.117,0.305, ,1.422
2015,IA,Heartland Power Coop,AC,0.053, , ,0.053
2015,MN,Heartland Power Coop,AC,0.008, , ,0.008
2015,NC,Haywood Electric Member Corp,AC,0.212, , ,0.212
2015,CA,City of Healdsburg - (CA),AC,0.4,0.7, ,1.1
2015,UT,Heber Light & Power Company,AC,0.332,0.013, ,0.345
2015,IN,Hendricks County Rural E M C,AC,0.027, , ,0.027
2015,KY,Henderson City Utility Comm,AC,0.008,0,0,0.008
2015,IN,Henry County Rural E M C,AC,0.008, , ,0.008
2015,WY,High Plains Power Inc,AC,0.153,0.043, ,0.196
2015,CO,Highline Electric Assn,AC,0.037, , ,0.037
2015,WI,"Jackson Electric Coop, Inc - (WI)",AC,0.21,0.077, ,0.287
2015,TX,"HILCO Electric Cooperative, Inc.",AC,0.16, , ,0.16
2015,MI,Hillsdale Board of Public Wks,AC, , , ,0
2015,WA,Inland Power & Light Company,AC,0.619,0.03, ,0.649
2015,MI,City of Holland,AC,0.016,0.048, ,0.064
2015,OH,Holmes-Wayne Electric Coop Inc,AC,0.117,0.035,0,0.152
2015,CO,"Holy Cross Electric Assn, Inc",AC,3.981,1.019,0.016,5.016
2015,MA,City of Holyoke - (MA),AC,0.024,0.004, ,0.028
2015,ME,"Fox Islands Electric Coop, Inc",AC,0.001,0.001, ,0.002
2015,SC,Horry Electric Coop Inc,AC,0.096,0.004, ,0.1
2015,FL,City of Homestead - (FL),AC,0.042,0.018,0,0.06
2015,IL,M J M Electric Cooperative Inc,AC,0.01, , ,0.01
2015,OR,Hood River Electric Coop,AC,0.051,0.001,0,0.052
2015,AR,City of Hope,AC,0.023, , ,0.023
2015,MO,Howard Electric Coop,AC,0.051, , ,0.051
2015,MO,"Howell-Oregon Elec Coop, Inc",AC,0.095, , ,0.095
2015,LA,City of Lafayette - (LA),AC,1.271,0.252, ,1.523
2015,UT,Hurricane City Power,AC,0.131, , ,0.131
2015,UT,Hyrum City Corporation,AC,0.006, , ,0.006
2015,ID,City of Idaho Falls - (ID),AC,0.026,0.071,0,0.097
2015,ID,Idaho Power Co,AC,2.734,1.402,0.093,4.229
2015,OR,Idaho Power Co,AC,0.076,0.155,0.313,0.544
2015,CA,Imperial Irrigation District,AC,13.93,21.095, ,35.025
2015,IA,City of Independence - (IA),AC,0.013,0.002,0,0.015
2015,MO,City of Independence - (MO),AC,0.006,0.079, ,0.085
2015,IN,Indianapolis Power & Light Co,AC,0.35,1.05, ,1.4
2015,IA,Indianola Municipal Utilities,AC,0.002, , ,0.002
2015,KY,Inter County Energy Coop Corp,AC,0.14, , ,0.14
2015,IN,Indiana Michigan Power Co,AC,0.367,0.414, ,0.781
2015,MI,Indiana Michigan Power Co,AC,0.108,0.074, ,0.182
