Year,State,Utility Name,Type,Residential,Commercial,Industrial,Total
2017,MN,Lyon-Lincoln Electric Coop Inc,AC,0.081,.,.,0.081
2017,MN,City of Marshall - (MN),AC,0.008,0.179,0,0.187
2017,MN,McLeod Cooperative Power Assn,AC,0.195,.,.,0.195
2017,MN,Meeker Coop Light & Power Assn,DC,0.384,.,.,0.384
2017,MN,Mille Lacs Energy Cooperative,AC,0.08,0.014,.,0.094
2017,MN,"ALLETE, Inc.",AC,1.004,2.119,0.002,3.125
2017,MN,Minnesota Valley Electric Coop,AC,0.399,0.018,.,0.417
2017,MN,City of Moorhead - (MN),AC,0.015,0.026,0.161,0.202
2017,MN,Moose Lake Water & Light Comm,AC,0.006,.,.,0.006
2017,MN,City of Mora - (MN),AC,0.016,0.013,0,0.029
2017,MN,New Ulm Public Utilities Comm,DC,0.044,0.088,0,0.132
2017,MN,Nobles Cooperative Electric,AC,0.094,.,0.04,0.134
2017,MN,"North Star Electric Coop, Inc",AC,0.01,.,.,0.01
2017,MN,Northern States Power Co - Minnesota,DC,13.72,13.7,5.667,33.087
2017,MN,Otter Tail Power Co,AC,0.079,0.182,0,0.261
2017,MN,City of Owatonna - (MN),DC,0.044,.,.,0.044
2017,MN,People's Cooperative Services,AC,0.61,0.502,.,1.112
2017,MN,Redwood Electric Coop,AC,0.09,0.034,.,0.124
2017,MN,Redwood Falls Public Util Comm,AC,.,0.09,.,0.09
2017,MN,Renville-Sibley Coop Pwr Assn,AC,0.443,0.354,.,0.797
2017,MN,Rochester Public Utilities,AC,0.488,0.095,.,0.583
2017,MN,Runestone Electric Assn,DC,0.181,.,.,0.181
2017,MN,City of Sauk Centre - (MN),,.,.,.,0
2017,MN,Shakopee Public Utilities Comm,AC,0.135,0.087,.,0.222
2017,MN,Sioux Valley SW Elec Coop,DC,0.01,0.028,.,0.038
2017,MN,Sleepy Eye Public Utility Comm,AC,0.004,.,.,0.004
2017,MN,South Central Electric Assn,AC,0.228,0.074,.,0.302
2017,MN,City of Saint Peter,AC,0.009,0.047,.,0.056
2017,MN,Stearns Cooperative Elec Assn,DC,0.308,0.097,.,0.405
2017,MN,Steele-Waseca Cooperative Electric,AC,0.365,0.04,0,0.405
2017,MN,MiEnergy Cooperative,AC,1.106,0.614,.,1.72
2017,MN,City of Virginia - (MN),AC,0.005,0.056,.,0.061
2017,MN,City of Wadena - (MN),AC,0.002,.,.,0.002
2017,MN,City of Waseca - (MN),AC,0.004,0.036,.,0.04
2017,MN,"Wild Rice Electric Coop, Inc",AC,0.169,0.088,.,0.257
2017,MN,Willmar Municipal Utilities,AC,0.006,.,.,0.006
2017,MN,City of Windom,AC,0.02,.,.,0.02
2017,MN,Wright-Hennepin Coop Elec Assn,AC,0.239,0.042,.,0.281
2017,MN,Dakota Electric Association,AC,0.883,0.321,.,1.204
2017,MN,"Red Lake Electric Coop, Inc",DC,0.008,.,.,0.008
2017,MN,Red River Valley Coop Pwr Assn,AC,0.056,.,.,0.056
2017,MN,Todd-Wadena Electric Coop,AC,0.169,.,.,0.169
2017,MN,Minnesota Valley Coop L&P Assn,AC,0.144,.,.,0.144
2017,MN,Adjustment 2017,,-2.606,-2.468,-0.988,-6.062
2017,MN,Adjustment 2017,,-0.002,-0.005,.,-0.007
2017,MO,Atchison-Holt Electric Coop,AC,0.008,.,.,0.008
2017,MO,Barry Electric Coop,DC,0.07,.,.,0.07
2017,MO,"Barton County Elec Coop, Inc",AC,0.342,0.057,.,0.399
2017,MO,Black River Electric Coop - (MO),AC,0.01,.,.,0.01
2017,MO,Boone Electric Coop,AC,0.444,.,.,0.444
2017,MO,City of Carthage - (MO),AC,0.027,0.02,.,0.047
2017,MO,Central Missouri Elec Coop Inc,AC,0.254,0.084,.,0.338
2017,MO,Citizens Electric Corporation - (MO),DC,0.184,0.042,.,0.226
2017,MO,City of Nixa - (MO),AC,0.074,.,.,0.074
2017,MO,City of Columbia - (MO),AC,0.985,0.51,.,1.495
2017,MO,Co-Mo Electric Coop Inc,AC,0.257,0.123,.,0.38
2017,MO,Callaway Electric Cooperative,AC,0.102,0.116,.,0.218
2017,MO,Consolidated Electric Coop,AC,0.037,0.038,.,0.075
2017,MO,"Crawford Electric Coop, Inc",DC,0.098,.,.,0.098
2017,MO,Cuivre River Electric Coop Inc,AC,0.204,.,.,0.204
2017,MO,Empire District Electric Co,DC,10.688,6.146,0.156,16.99
2017,MO,"Farmers Electric Coop, Inc - (MO)",AC,0.219,0.035,.,0.254
2017,MO,City of Farmington - (MO),AC,0.001,0.012,.,0.013
2017,MO,Gascosage Electric Coop,AC,0.027,.,.,0.027
2017,MO,"Grundy Electric Coop, Inc",AC,0.068,.,.,0.068
2017,MO,City of Hannibal - (MO),AC,0.01,.,.,0.01
2017,MO,City of Harrisonville - (MO),AC,0.06,.,.,0.06
2017,MO,Howard Electric Coop,AC,0.075,.,.,0.075
2017,MO,"Howell-Oregon Elec Coop, Inc",AC,0.354,.,.,0.354
2017,MO,City of Independence - (MO),AC,0.084,0.177,.,0.261
2017,MO,Intercounty Electric Coop Assn,AC,0.545,.,.,0.545
2017,MO,Kansas City Power & Light Co,AC,8.283,16.298,.,24.581
2017,MO,City of Kennett - (MO),AC,0.007,.,.,0.007
2017,MO,City of Kirkwood - (MO),AC,0.015,.,.,0.015
2017,MO,"Laclede Electric Coop, Inc",AC,0.295,.,.,0.295
2017,MO,City of Lebanon - (MO),AC,0.02,.,.,0.02
2017,MO,Lewis County Rural E C A,DC,0.004,.,.,0.004
2017,MO,Macon Electric Coop,AC,0.094,.,.,0.094
2017,MO,City of Marshall - (MO),DC,0.028,.,.,0.028
2017,MO,KCP&L Greater Missouri Operations Co.,AC,18.119,14.64,0.557,33.316
2017,MO,Missouri Rural Electric Coop,AC,0.02,.,.,0.02
2017,MO,City of Monett - (MO),AC,0.027,0.013,.,0.04
2017,MO,City of Mount Vernon - (MO),AC,0.033,.,.,0.033
2017,MO,"New-Mac Electric Coop, Inc",AC,0.44,.,.,0.44
2017,MO,North Central MO Elec Coop Inc,AC,0.012,.,.,0.012
2017,MO,Osage Valley Elec Coop Assn,AC,0.688,0.011,.,0.699
2017,MO,Ozark Border Electric Coop,AC,0.12,0.017,.,0.137
2017,MO,Ozark Electric Coop Inc - (MO),AC,1.202,0.047,.,1.249
2017,MO,"Platte-Clay Electric Coop, Inc",AC,0.745,.,.,0.745
2017,MO,Ralls County Electric Coop,AC,0.093,.,.,0.093
2017,MO,City of Rolla - (MO),AC,0.042,.,.,0.042
2017,MO,Sac-Osage Electric Coop Inc,AC,0.44,.,.,0.44
2017,MO,Three Rivers Electric Coop,DC,0.133,0.108,.,0.241
2017,MO,SEMO Electric Cooperative,AC,0.079,0.03,.,0.109
2017,MO,SE-MA-NO Electric Coop,AC,0.201,.,.,0.201
2017,MO,City Utilities of Springfield - (MO),AC,0.776,0.761,0,1.537
2017,MO,Trenton Municipal Utilities - (MO),DC,0.031,0.022,.,0.053
2017,MO,Tri-County Electric Coop Assn,AC,0.197,.,.,0.197
2017,MO,Union Electric Co - (MO),DC,23.306,30.52,1.88,55.706
2017,MO,Webster Electric Coop,AC,0.26,.,.,0.26
2017,MO,West Central Electric Coop Inc - (MO),AC,0.364,.,.,0.364
2017,MO,City of West Plains - (MO),AC,.,0.198,.,0.198
2017,MO,White River Valley El Coop Inc,AC,1.089,.,.,1.089
2017,MO,"Southwest Electric Coop, Inc",DC,0.37,.,.,0.37
2017,MO,Adjustment 2017,,-0.118,-0.019,.,-0.137
2017,MO,Adjustment 2017,,-4.097,-5.33,-0.328,-9.755
2017,MO,Adjustment 2017,,-1.874,-1.076,-0.027,-2.977
2017,MS,Coast Electric Power Assn,AC,0.361,0.009,0,0.37
2017,MS,Dixie Electric Power Assn,AC,0.09,0.16,.,0.25
2017,MS,Magnolia Electric Power Assn,AC,0.069,.,0.19,0.259
2017,MS,Entergy Mississippi Inc,DC,0.23,0.13,.,0.36
2017,MS,Mississippi Power Co,DC,0.483,0.432,0,0.915
2017,MS,Pearl River Valley El Pwr Assn,AC,0.299,0.477,.,0.776
2017,MS,Southern Pine Elec Power Assn,AC,0.105,0.315,.,0.42
2017,MS,Adjustment 2017,,-0.04,-0.023,.,-0.063
2017,MS,Adjustment 2017,,-0.084,-0.075,0,-0.16
2017,MT,"Beartooth Electric Coop, Inc",AC,0.133,.,.,0.133
2017,MT,Flathead Electric Coop Inc,AC,0.258,0.081,.,0.339
2017,MT,"Glacier Electric Coop, Inc",DC,0.01,0.035,.,0.045
2017,MT,"Lincoln Electric Coop, Inc",AC,0.042,0.003,.,0.045
2017,MT,"Lower Yellowstone R E A, Inc",AC,0.02,.,.,0.02
2017,MT,"Mid-Yellowstone Elec Coop, Inc",DC,0.01,.,.,0.01
2017,MT,"Missoula Electric Coop, Inc",AC,0.21,0.015,0,0.225
2017,MT,NorthWestern Energy LLC - (MT),DC,7.313,3.445,.,10.758
2017,MT,Park Electric Coop Inc,AC,0.16,.,.,0.16
2017,MT,"Sun River Electric Coop, Inc",AC,.,0.08,.,0.08
2017,MT,Tongue River Electric Coop Inc,AC,0.033,.,.,0.033
2017,MT,USBIA-Mission Valley Power,AC,0.103,.,.,0.103
2017,MT,Yellowstone Valley Elec Co-op Inc.,AC,0.321,.,.,0.321
2017,MT,"Fergus Electric Coop, Inc",AC,0.21,.,.,0.21
2017,MT,"Vigilante Electric Coop, Inc",AC,0.07,.,.,0.07
2017,MT,"Ravalli County Elec Coop, Inc",AC,0.241,0,0,0.241
2017,MT,Adjustment 2017,,-1.277,-0.607,.,-1.884
2017,MT,Adjustment 2017,,-0.002,.,.,-0.002
2017,NC,Albemarle Electric Member Corp,AC,.,.,.,0
2017,NC,Town of Apex- (NC),DC,0.142,.,.,0.142
2017,NC,Blue Ridge Elec Member Corp - (NC),AC,0.848,0.03,.,0.878
2017,NC,Cape Hatteras Elec Member Corp,AC,0.04,.,.,0.04
2017,NC,Duke Energy Progress - (NC),AC,12.434,12.176,.,24.61
2017,NC,"Duke Energy Carolinas, LLC",AC,13.815,10.791,3.659,28.265
2017,NC,Four County Elec Member Corp,DC,0.139,.,.,0.139
2017,NC,French Broad Elec Member Corp,DC,0.347,.,.,0.347
2017,NC,Greenville Utilities Comm,AC,0.07,.,.,0.07
2017,NC,Haywood Electric Member Corp,AC,0.339,.,.,0.339
2017,NC,Jones-Onslow Elec Member Corp,AC,0.315,.,.,0.315
2017,NC,Pee Dee Electric Member Corp,AC,0.192,.,.,0.192
2017,NC,Piedmont Electric Member Corp,AC,0.81,0.07,.,0.88
2017,NC,Rutherford Elec Member Corp,AC,0.624,0.032,0,0.656
2017,NC,South River Elec Member Corp,DC,0.498,0.02,.,0.518
2017,NC,Union Electric Membership Corp - (NC),DC,1.32,.,.,1.32
2017,NC,Virginia Electric & Power Co,AC,0.402,0.45,0,0.852
2017,NC,Wake Electric Membership Corp,AC,0.367,0.003,.,0.37
2017,NC,EnergyUnited Elec Member Corp,DC,0.578,.,.,0.578
2017,NC,Brunswick Electric Member Corp,AC,0.776,.,.,0.776
2017,NC,Adjustment 2017,,-0.196,-0.003,.,-0.2
2017,NC,Adjustment 2017,,-0.331,.,.,-0.331
2017,ND,Nodak Electric Coop Inc,AC,0.016,.,0,0.016
2017,ND,Otter Tail Power Co,AC,0,0.026,0,0.026
2017,ND,Verendrye Electric Coop Inc,AC,0.01,.,.,0.01
2017,ND,Cass County Electric Coop Inc,DC,0.208,.,.,0.208
2017,ND,Adjustment 2017,,-0.036,.,.,-0.036
2017,NE,City of Alliance- (NE),DC,0.053,.,.,0.053
2017,NE,Burt County Public Power Dist,AC,0.212,.,.,0.212
2017,NE,Butler Public Power District - (NE),AC,0.029,.,.,0.029
2017,NE,Cedar-Knox Public Power Dist,AC,0.032,.,.,0.032
2017,NE,City of Central City,AC,.,0.21,.,0.21
2017,NE,Chimney Rock Public Power Dist,AC,0.02,.,.,0.02
2017,NE,Cornhusker Public Power Dist,AC,0.242,.,.,0.242
2017,NE,Cuming County Public Pwr Dist,AC,0.029,.,.,0.029
2017,NE,Custer Public Power District,AC,0.018,.,0.05,0.068
2017,NE,Dawson Power District,AC,0.123,0.308,.,0.431
2017,NE,Elkhorn Rural Public Pwr Dist,AC,0.034,.,.,0.034
2017,NE,City of Fairbury,AC,.,.,.,0
2017,NE,City of Falls City - (NE),AC,0.047,.,.,0.047
2017,NE,City of Fremont - (NE),AC,0.006,.,.,0.006
2017,NE,City of Gering - (NE),DC,0.001,.,.,0.001
2017,NE,Highline Electric Assn,DC,0.004,.,.,0.004
2017,NE,KBR Rural Public Power District,AC,0.03,.,.,0.03
2017,NE,McCook Public Power District,AC,.,.,.,0
2017,NE,"LaCreek Electric Assn, Inc",AC,0.025,.,.,0.025
2017,NE,Lincoln Electric System,AC,0.464,0.15,0.005,0.619
2017,NE,Loup River Public Power Dist,AC,.,.,0.197,0.197
2017,NE,Midwest Electric Member Corp,AC,0.017,.,.,0.017
2017,NE,City of Nebraska City,AC,0.01,.,.,0.01
2017,NE,Nebraska Public Power District,AC,0.221,0.169,.,0.39
2017,NE,Niobrara Valley El Member Corp,AC,0.01,0.008,0,0.018
2017,NE,Norris Public Power District,DC,0.325,0.031,0,0.356
2017,NE,North Central Public Pwr Dist,AC,.,.,.,0
2017,NE,Northeast Power,AC,0.052,.,.,0.052
2017,NE,Northwest Rural Pub Pwr Dist,AC,0.05,.,.,0.05
2017,NE,Omaha Public Power District,AC,0.218,0.033,.,0.251
2017,NE,Panhandle Rural El Member Assn,AC,.,0.005,.,0.005
2017,NE,City of Pierce - (NE),AC,0.008,.,.,0.008
2017,NE,Polk County Rural Pub Pwr Dist,AC,0.012,.,.,0.012
2017,NE,Roosevelt Public Power Dist,AC,0.09,.,.,0.09
2017,NE,City of Seward - (NE),AC,.,0.012,.,0.012
2017,NE,South Central Public Pwr Dist,AC,0,0,0,0
2017,NE,Southern Public Power District,AC,0.161,0.028,0,0.189
2017,NE,City of St Paul - (NE),AC,0.003,0,0,0.003
2017,NE,Stanton County Public Pwr Dist,AC,0.008,0,0,0.008
2017,NE,City of Superior - (NE),AC,.,.,.,0
2017,NE,City of West Point - (NE),AC,0.004,0.027,.,0.031
2017,NE,Twin Valleys Public Power Dist,AC,0.023,.,.,0.023
2017,NE,Wheat Belt Public Power Dist,AC,0.059,.,.,0.059
2017,NE,Wyrulec Company,AC,0.022,.,.,0.022
2017,NE,Perennial Public Power Dist,AC,0.062,.,.,0.062
2017,NE,City of Grand Island - (NE),AC,0.037,0.022,.,0.059
2017,NE,Adjustment 2017,,-0.066,-0.005,0,-0.071
2017,NE,Adjustment 2017,,-0.001,.,.,-0.001
2017,NH,New Hampshire Elec Coop Inc,AC,5.188,1.452,0.542,7.182
2017,NH,Public Service Co of NH,AC,34.074,14.25,3.388,51.712
2017,NH,Town of Wolfeboro,AC,0.273,.,.,0.273
2017,NH,Unitil Energy Systems,AC,4.889,1.39,0.216,6.495
2017,NH,Granite State Electric Co,AC,2.495,1.537,.,4.032
2017,NJ,Atlantic City Electric Co,AC,194.118,98.336,19.364,311.818
2017,NJ,Borough of Butler - (NJ),AC,0.171,0.948,.,1.119
2017,NJ,Jersey Central Power & Lt Co,AC,208.142,204.176,16.099,428.417
2017,NJ,Borough of Madison - (NJ),AC,0.14,.,.,0.14
2017,NJ,Public Service Elec & Gas Co,AC,179.599,457.471,35.604,672.674
2017,NJ,Rockland Electric Co,AC,3.599,12.234,0.085,15.918
2017,NJ,City of Vineland - (NJ),AC,1.881,3.812,9.49,15.183
2017,NJ,Sussex Rural Electric Coop Inc,AC,0.457,0.855,.,1.312
2017,NM,"Central New Mexico El Coop, Inc",AC,1.25,0.296,.,1.546
2017,NM,"Central Valley Elec Coop, Inc",AC,0.078,.,.,0.078
2017,NM,"Columbus Electric Coop, Inc",AC,0.139,0.106,.,0.245
2017,NM,El Paso Electric Co,AC,13.572,3.736,0,17.308
2017,NM,"Farmers Electric Coop, Inc - (NM)",AC,0.047,0.049,.,0.096
2017,NM,City of Farmington - (NM),AC,0.443,0.1,0,0.543
2017,NM,City of Gallup - (NM),AC,0.058,0.118,.,0.176
2017,NM,"Jemez Mountains Elec Coop, Inc",AC,0.833,0.248,.,1.081
2017,NM,"Kit Carson Electric Coop, Inc",AC,1.317,0.569,.,1.886
2017,NM,Los Alamos County,DC,0.491,.,.,0.491
2017,NM,Mora-San Miguel Elec Coop,AC,0.412,0.028,.,0.44
2017,NM,"Navopache Electric Coop, Inc",AC,0.037,.,.,0.037
2017,NM,Otero County Electric Coop Inc,AC,3.301,1.305,.,4.606
2017,NM,Public Service Co of NM,DC,64.21,40.95,0,105.16
2017,NM,"Socorro Electric Coop, Inc",AC,0.387,0.378,.,0.765
2017,NM,Southwestern Electric Coop Inc - (NM),AC,0.056,0.006,.,0.062
2017,NM,Southwestern Public Service Co,DC,0.486,7.006,0.546,8.038
2017,NM,"Springer Electric Coop, Inc",AC,0.05,0.015,.,0.065
2017,NM,"Sierra Electric Coop, Inc",AC,0.168,0.027,.,0.195
2017,NM,Adjustment 2017,,-11.284,-7.142,0,-18.426
2017,NM,Adjustment 2017,,-0.085,-1.222,-0.095,-1.402
2017,NV,City of Boulder City - (NV),DC,0.063,0.331,0,0.394
2017,NV,"Harney Electric Coop, Inc",AC,0.004,.,.,0.004
2017,NV,"Mt Wheeler Power, Inc",AC,0.017,0.115,.,0.132
2017,NV,Nevada Power Co,AC,149.031,24.754,12.136,185.921
2017,NV,Overton Power District No 5,AC,0.485,0.024,.,0.509
2017,NV,Plumas-Sierra Rural Elec Coop,AC,0.09,.,.,0.09
2017,NV,Sierra Pacific Power Co,AC,11.875,26.227,0.819,38.921
2017,NV,"Valley Electric Assn, Inc",AC,1.3,0.1,.,1.4
2017,NV,Adjustment 2017,,-0.011,-0.058,0,-0.069
2017,NY,Central Hudson Gas & Elec Corp,AC,70.324,18.661,.,88.985
2017,NY,Consolidated Edison Co-NY Inc,AC,101.799,58.57,.,160.369
2017,NY,Long Island Power Authority,AC,248.068,47.136,.,295.204
2017,NY,Town of Massena - (NY),DC,0.023,.,0.03,0.053
2017,NY,New York State Elec & Gas Corp,AC,42.439,58.629,.,101.068
2017,NY,Niagara Mohawk Power Corp.,AC,108.53,142.78,8.37,259.68
2017,NY,Orange & Rockland Utils Inc,AC,41.013,9.674,3.228,53.915
2017,NY,Rochester Gas & Electric Corp,AC,7.55,23.265,.,30.815
2017,NY,"Steuben Rural Elec Coop, Inc",AC,0.037,.,.,0.037
2017,NY,Adjustment 2017,,-0.004,.,-0.005,-0.009
2017,OH,Butler Rural Electric Coop Inc - (OH),DC,0.12,0.005,.,0.125
2017,OH,Duke Energy Ohio Inc,AC,3.677,13.466,.,17.143
2017,OH,Cleveland Electric Illum Co,AC,1.474,5.355,0.721,7.55
2017,OH,City of Cleveland - (OH),AC,0.135,.,.,0.135
2017,OH,City of Columbus - (OH),,.,.,.,0
2017,OH,Dayton Power & Light Co,AC,1.753,6.407,.,8.16
2017,OH,"Firelands Electric Coop, Inc",AC,0.078,.,.,0.078
2017,OH,Frontier Power Company,AC,0.056,.,.,0.056
2017,OH,"Buckeye Power, Inc",DC,3.418,1.024,.,4.442
2017,OH,Guernsey-Muskingum El Coop Inc,AC,0.167,0.05,.,0.217
2017,OH,Hancock-Wood Electric Coop Inc,AC,0.022,0.02,.,0.042
2017,OH,Holmes-Wayne Electric Coop Inc,AC,0.213,0.044,.,0.257
2017,OH,City of Lebanon - (OH),AC,.,0.065,.,0.065
2017,OH,Consolidated Electric Coop Inc,AC,0.228,0.02,.,0.248
2017,OH,City of Napoleon - (OH),AC,0.019,0.013,.,0.032
2017,OH,"North Western Elec Coop, Inc",AC,0.012,.,.,0.012
2017,OH,City of Oberlin - (OH),AC,0.171,2.196,.,2.367
2017,OH,Ohio Edison Co,AC,3.432,13.365,0.04,16.837
2017,OH,Ohio Power Co,AC,7.288,25.379,1.207,33.874
2017,OH,The Toledo Edison Co,AC,0.61,9.836,1.864,12.31
2017,OH,City of Wadsworth - (OH),AC,0.01,.,0.5,0.51
2017,OH,Washington Electric Coop - (OH),DC,0.065,.,.,0.065
2017,OH,City of Westerville - (OH),AC,0.071,0.003,.,0.074
2017,OH,Village of Yellow Springs - (OH),AC,0.087,0.77,.,0.857
2017,OH,Adjustment 2017,,-0.628,-0.179,.,-0.808
2017,OK,"Alfalfa Electric Coop, Inc",AC,.,.,.,0
2017,OK,"Central Rural Electric Cooperative, Inc",AC,0.133,0.025,.,0.158
2017,OK,Cimarron Electric Coop,AC,0.02,.,.,0.02
2017,OK,Choctaw Electric Coop Inc,DC,0.166,.,.,0.166
2017,OK,"Cookson Hills Elec Coop, Inc",AC,0.025,.,.,0.025
2017,OK,East Central Oklahoma Elec Coop Inc,AC,0.063,0.005,.,0.068
2017,OK,Empire District Electric Co,DC,.,0.005,.,0.005
2017,OK,"Kiamichi Electric Coop, Inc",AC,0.069,.,.,0.069
2017,OK,"Lake Region Electric Coop, Inc - (OK)",DC,0.047,0,0,0.047
2017,OK,"Northeast Oklahoma Electric Coop, Inc",AC,0.127,0.045,0,0.172
2017,OK,"Northfork Electric Coop, Inc",DC,0.04,.,.,0.04
2017,OK,Oklahoma Electric Coop Inc,AC,0.21,0.035,.,0.245
2017,OK,Oklahoma Gas & Electric Co,AC,1.532,0.408,0,1.94
2017,OK,Public Service Co of Oklahoma,AC,0.532,0.368,0,0.9
2017,OK,Stillwater Utilities Authority,AC,0.026,.,.,0.026
2017,OK,"Tri-County Electric Coop, Inc",AC,0.06,0.059,.,0.119
2017,OK,Verdigris Valley Elec Coop Inc,AC,0.158,.,.,0.158
2017,OK,CKenergy Electric Cooperative,AC,0.03,.,.,0.03
2017,OK,Adjustment 2017,,-0.008,0,0,-0.008
2017,OK,Adjustment 2017,,-0.036,-0.001,.,-0.037
2017,OR,Blachly-Lane County Coop El Assn,AC,0.054,.,.,0.054
2017,OR,Canby Utility Board,DC,0.015,0.04,.,0.055
2017,OR,Central Electric Coop Inc - (OR),AC,0.759,0.055,.,0.814
2017,OR,Central Lincoln People's Ut Dt,AC,0.351,0.484,.,0.835
2017,OR,Clearwater Power Company,AC,0.005,.,.,0.005
2017,OR,"Columbia Basin Elec Cooperative, Inc",AC,0.009,0.09,.,0.099
2017,OR,Columbia Power Coop Assn Inc,AC,0.03,0.006,.,0.036
2017,OR,"Coos-Curry Electric Coop, Inc",AC,0.049,0.041,.,0.09
2017,OR,"Consumers Power, Inc",AC,0.79,.,.,0.79
2017,OR,Douglas Electric Coop - (OR),AC,0.13,0.003,.,0.133
2017,OR,City of Eugene - (OR),AC,3.41,1.385,.,4.795
2017,OR,City of Forest Grove,AC,0.057,0.043,.,0.1
2017,OR,Hood River Electric Coop,DC,0.126,0.001,.,0.127
2017,OR,Idaho Power Co,DC,0.175,0.155,0.684,1.014
2017,OR,Lane Electric Coop Inc,DC,0.475,0.064,.,0.539
2017,OR,"Harney Electric Coop, Inc",AC,0.006,.,.,0.006
2017,OR,City of McMinnville - (OR),AC,.,.,.,0
2017,OR,"Midstate Electric Coop, Inc",AC,0.025,0.025,.,0.05
2017,OR,City of Milton-Freewater- (OR),AC,0.005,.,.,0.005
2017,OR,City of Monmouth - (OR),AC,0.05,0.075,.,0.125
2017,OR,Northern Wasco County PUD,DC,0.032,0.093,.,0.125
2017,OR,"Oregon Trail El Cons Coop, Inc",AC,0.164,0.099,.,0.263
2017,OR,PacifiCorp,DC,25.012,26.726,3.902,55.64
2017,OR,Portland General Electric Co,DC,39.092,18.919,5.952,63.963
2017,OR,Salem Electric - (OR),AC,0.203,0.071,.,0.274
2017,OR,City of Springfield - (OR),AC,0.082,0.11,0.211,0.403
2017,OR,Surprise Valley Electrification,AC,0.015,0.015,0,0.03
2017,OR,Tillamook Peoples Utility Dist,AC,0.061,0.029,.,0.09
2017,OR,Umatilla Electric Coop Assn,AC,0.09,0.015,0.027,0.132
2017,OR,"Wasco Electric Coop, Inc",AC,0.1,0.001,.,0.101
2017,OR,Clatskanie Peoples Util Dist,DC,0.007,.,.,0.007
2017,OR,Emerald People's Utility Dist,DC,0.48,0.215,.,0.695
2017,OR,Columbia River Peoples Ut Dist,DC,0.167,0.062,.,0.229
2017,OR,Adjustment 2017,,-0.141,-0.038,.,-0.179
2017,OR,Adjustment 2017,,-0.031,-0.027,-0.119,-0.177
2017,OR,Adjustment 2017,,-4.446,-4.699,-0.681,-9.825
2017,OR,Adjustment 2017,,-6.82,-3.306,-1.038,-11.165
2017,PA,Borough of Chambersburg,AC,0.035,0.042,.,0.077
2017,PA,Citizens Electric Co - (PA),AC,0.139,0.57,0.15,0.859
2017,PA,Duquesne Light Co,AC,12.207,3.782,1.365,17.354
2017,PA,Borough of Ephrata - (PA),AC,0.016,0.249,0.108,0.373
2017,PA,Borough of Lansdale,DC,0.02,0.1,0,0.12
2017,PA,Metropolitan Edison Co,AC,24.593,14.863,4.87,44.326
2017,PA,Pennsylvania Electric Co,AC,3.431,2.325,0,5.756
2017,PA,PPL Electric Utilities Corp,AC,42.169,58.557,12.031,112.757
2017,PA,Pennsylvania Power Co,AC,0.665,1.007,0.03,1.702
2017,PA,PECO Energy Co,AC,47.36,16.59,20.58,84.53
2017,PA,Pike County Light & Power Co,AC,0.028,0.021,0,0.049
2017,PA,Borough of Quakertown - (PA),AC,0.005,0.025,.,0.03
2017,PA,"UGI Utilities, Inc",AC,0.445,0.383,0.16,0.988
2017,PA,Wellsborough Electric Co,AC,0.014,0.018,0,0.032
2017,PA,West Penn Power Co,AC,5.641,1.719,1.872,9.232
2017,PA,"Somerset Rural Elec Coop, Inc",AC,0.044,0.002,.,0.046
2017,PA,"United Electric Coop, Inc - (PA)",AC,0.119,0.005,.,0.124
2017,PA,Adams Electric Cooperative Inc,AC,1.312,1.123,.,2.435
2017,PA,"Bedford Rural Elec Coop, Inc",AC,0.121,.,.,0.121
2017,PA,Valley Rural Electric Coop Inc,AC,0.315,0.014,.,0.329
2017,PA,"Central Electric Coop, Inc - (PA)",AC,0.051,.,.,0.051
2017,PA,Claverack Rural Elec Coop Inc,AC,0.375,.,.,0.375
2017,PA,Tri-County Rural Elec Coop Inc,AC,0.216,.,.,0.216
2017,PA,REA Energy Coop Inc,AC,0.135,0.002,.,0.137
2017,PA,"Northwestern Rural E C A, Inc - (PA)",AC,0.106,.,.,0.106
2017,PA,Adjustment 2017,,-0.003,-0.017,0,-0.021
2017,RI,Block Island Power Co,AC,0.3,0.022,0,0.322
2017,RI,The Narragansett Electric Co,AC,10.697,14.838,.,25.535
2017,RI,Pascoag Utility District,AC,0.018,.,.,0.018
2017,SC,Aiken Electric Coop Inc,AC,0.343,0.024,.,0.367
2017,SC,Berkeley Electric Coop Inc,AC,3.075,.,.,3.075
2017,SC,"Black River Electric Coop, Inc - (SC)",AC,0.361,0.051,.,0.412
2017,SC,Blue Ridge Electric Coop Inc - (SC),AC,1.816,0.082,.,1.898
2017,SC,"Broad River Electric Coop, Inc",AC,0.404,0.005,.,0.409
2017,SC,City of Camden,AC,0.005,.,.,0.005
2017,SC,Duke Energy Progress - (NC),AC,2.227,4.416,.,6.643
2017,SC,"Coastal Electric Coop, Inc",DC,0.155,0,0,0.155
2017,SC,"Duke Energy Carolinas, LLC",AC,30.851,8.039,7.025,45.915
2017,SC,"Edisto Electric Coop, Inc",AC,0.203,.,.,0.203
2017,SC,"Fairfield Electric Coop, Inc",AC,0.006,.,.,0.006
2017,SC,Easley Combined Utility System,AC,0.126,0.055,.,0.181
2017,SC,City of Gaffney - (SC),AC,0.006,0.011,.,0.017
2017,SC,Greer Commission of Public Wks,AC,0.205,0.098,.,0.303
2017,SC,Horry Electric Coop Inc,DC,0.793,.,.,0.793
